"Date","HomeTeam","AwayTeam","FTR","B365H","B365D","B365A"
2010-05-16,"Catania","Genoa","H",1.53,3.75,7
2010-05-16,"Chievo","Roma","A",7.5,4.5,1.4
2010-05-16,"Parma","Livorno","H",1.4,4.5,8
2010-05-16,"Sampdoria","Napoli","H",1.29,5.5,9.5
2010-05-16,"Siena","Inter","A",21,9,1.1
2010-08-28,"Roma","Cesena","D",1.29,4.75,13
2010-08-28,"Udinese","Genoa","A",2.4,3.1,3.1
2010-08-29,"Bari","Juventus","H",4.33,3.25,1.91
2010-08-29,"Chievo","Catania","H",2.2,3.1,3.5
2010-08-29,"Fiorentina","Napoli","D",2.3,3.1,3.3
2010-08-29,"Milan","Lecce","H",1.33,4.5,11
2010-08-29,"Palermo","Cagliari","D",1.73,3.25,5.5
2010-08-29,"Parma","Brescia","H",1.83,3.25,4.75
2010-08-29,"Sampdoria","Lazio","H",2.1,3.1,3.75
2010-08-30,"Bologna","Inter","D",6.25,3.5,1.62
2010-09-11,"Cagliari","Roma","H",3.25,3.1,2.3
2010-09-11,"Cesena","Milan","H",7,3.75,1.53
2010-09-11,"Inter","Udinese","H",1.4,4.33,8.5
2010-09-12,"Brescia","Palermo","H",3.25,3.1,2.3
2010-09-12,"Catania","Parma","H",2.25,3.1,3.4
2010-09-12,"Genoa","Chievo","A",1.7,3.5,5.25
2010-09-12,"Juventus","Sampdoria","D",1.8,3.5,4.5
2010-09-12,"Lazio","Bologna","H",1.73,3.4,5.25
2010-09-12,"Lecce","Fiorentina","H",3.5,3.1,2.2
2010-09-12,"Napoli","Bari","D",1.73,3.4,5.25
2010-09-18,"Fiorentina","Lazio","A",2.05,3.25,3.75
2010-09-18,"Milan","Catania","D",1.3,4.75,11
2010-09-19,"Bari","Cagliari","D",1.95,3.3,4
2010-09-19,"Cesena","Lecce","H",2,3.25,3.9
2010-09-19,"Chievo","Brescia","A",1.91,3.3,4.2
2010-09-19,"Palermo","Inter","A",3.3,3.25,2.2
2010-09-19,"Parma","Genoa","D",2.35,3.2,3.1
2010-09-19,"Roma","Bologna","D",1.4,4.33,8
2010-09-19,"Sampdoria","Napoli","A",2.25,3.2,3.25
2010-09-19,"Udinese","Juventus","A",3,3.2,2.4
2010-09-22,"Bologna","Udinese","H",2.5,3.1,2.9
2010-09-22,"Brescia","Roma","H",3.6,3.2,2.1
2010-09-22,"Cagliari","Sampdoria","D",2.4,3.1,3.1
2010-09-22,"Catania","Cesena","H",2.05,3.1,3.9
2010-09-22,"Genoa","Fiorentina","D",2.2,3.1,3.4
2010-09-22,"Inter","Bari","H",1.4,4.5,7.5
2010-09-22,"Lazio","Milan","D",3.5,3.1,2.2
2010-09-22,"Lecce","Parma","D",2.5,3,3
2010-09-22,"Napoli","Chievo","A",1.67,3.4,5.75
2010-09-23,"Juventus","Palermo","A",1.73,3.5,5
2010-09-25,"Milan","Genoa","H",1.67,3.5,5.5
2010-09-25,"Roma","Inter","H",3.4,3.2,2.2
2010-09-26,"Bari","Brescia","H",1.91,3.2,4.33
2010-09-26,"Catania","Bologna","D",1.91,3.25,4.33
2010-09-26,"Cesena","Napoli","A",3,3,2.5
2010-09-26,"Chievo","Lazio","A",2.5,3,3
2010-09-26,"Fiorentina","Parma","H",1.95,3.2,4.2
2010-09-26,"Juventus","Cagliari","H",1.6,3.6,6
2010-09-26,"Palermo","Lecce","D",1.53,3.5,6.5
2010-09-26,"Sampdoria","Udinese","D",1.75,3.3,4.5
2010-10-02,"Parma","Milan","A",3.8,3.3,2
2010-10-02,"Udinese","Cesena","H",1.75,3.5,4.75
2010-10-03,"Bologna","Sampdoria","D",2.6,3.1,2.8
2010-10-03,"Chievo","Cagliari","D",2.25,3.1,3.4
2010-10-03,"Fiorentina","Palermo","A",2,3.25,3.9
2010-10-03,"Genoa","Bari","H",1.91,3.25,4.33
2010-10-03,"Inter","Juventus","D",1.75,3.4,5
2010-10-03,"Lazio","Brescia","H",1.67,3.5,5.5
2010-10-03,"Lecce","Catania","H",2.38,3.1,3.1
2010-10-03,"Napoli","Roma","H",2.4,3.1,3.1
2010-10-16,"Milan","Chievo","H",1.44,4,8
2010-10-16,"Roma","Genoa","H",1.91,3.25,4.33
2010-10-17,"Bari","Lazio","A",2.7,3,2.8
2010-10-17,"Brescia","Udinese","A",2.7,3,2.8
2010-10-17,"Cagliari","Inter","A",4,3.2,2
2010-10-17,"Catania","Napoli","D",2.88,3,2.63
2010-10-17,"Cesena","Parma","D",2.5,3,3
2010-10-17,"Juventus","Lecce","H",1.36,4.5,9
2010-10-17,"Palermo","Bologna","H",1.62,3.6,6
2010-10-17,"Sampdoria","Fiorentina","H",2.1,3.2,3.6
2010-10-23,"Fiorentina","Bari","H",1.75,3.4,5
2010-10-24,"Bologna","Juventus","D",4.2,3.5,1.85
2010-10-24,"Chievo","Cesena","H",1.85,3.25,4.6
2010-10-24,"Genoa","Catania","H",1.8,3.2,5
2010-10-24,"Inter","Sampdoria","D",1.57,3.75,6
2010-10-24,"Lazio","Cagliari","H",1.73,3.5,5
2010-10-24,"Lecce","Brescia","H",2.38,2.88,3.4
2010-10-24,"Parma","Roma","D",3,3.2,2.38
2010-10-24,"Udinese","Palermo","H",2.38,3,3.2
2010-10-25,"Napoli","Milan","A",2.9,3.1,2.5
2010-10-29,"Genoa","Inter","A",4,3.2,2
2010-10-30,"Milan","Juventus","A",1.85,3.3,4.5
2010-10-30,"Roma","Lecce","H",1.36,4.6,8.5
2010-10-31,"Bari","Udinese","A",2.55,3.1,2.88
2010-10-31,"Brescia","Napoli","A",3.2,3,2.4
2010-10-31,"Cagliari","Bologna","H",1.85,3.4,4.33
2010-10-31,"Catania","Fiorentina","D",2.63,3.1,2.75
2010-10-31,"Cesena","Sampdoria","A",3.2,3,2.4
2010-10-31,"Palermo","Lazio","A",2.2,3.2,3.4
2010-10-31,"Parma","Chievo","D",2.1,3.2,3.6
2010-11-06,"Bologna","Lecce","H",1.91,3.25,4.33
2010-11-06,"Inter","Brescia","D",1.25,5,15
2010-11-07,"Bari","Milan","A",4.33,3.25,1.91
2010-11-07,"Fiorentina","Chievo","H",1.73,3.5,5
2010-11-07,"Juventus","Cesena","H",1.36,4.5,9
2010-11-07,"Lazio","Roma","A",2.5,3.1,2.9
2010-11-07,"Napoli","Parma","H",1.62,3.75,5.5
2010-11-07,"Palermo","Genoa","H",2,3.2,4
2010-11-07,"Sampdoria","Catania","D",1.83,3.4,4.5
2010-11-07,"Udinese","Cagliari","D",1.85,3.3,4.5
2010-11-10,"Brescia","Juventus","D",4.75,3.3,1.8
2010-11-10,"Cagliari","Napoli","A",2.5,3.1,2.9
2010-11-10,"Catania","Udinese","H",2.6,3.1,2.8
2010-11-10,"Cesena","Lazio","H",3.5,3.1,2.2
2010-11-10,"Chievo","Bari","D",2.05,3.2,3.75
2010-11-10,"Genoa","Bologna","H",1.73,3.5,5
2010-11-10,"Lecce","Inter","D",5.5,3.3,1.73
2010-11-10,"Milan","Palermo","H",1.57,3.6,6.5
2010-11-10,"Roma","Fiorentina","H",1.83,3.4,4.5
2010-11-11,"Parma","Sampdoria","H",2.38,3.1,3.1
2010-11-13,"Fiorentina","Cesena","H",1.44,4,8
2010-11-13,"Juventus","Roma","D",2.2,3.2,3.4
2010-11-14,"Bari","Parma","A",2.3,3.2,3.1
2010-11-14,"Bologna","Brescia","H",2.05,3.25,3.75
2010-11-14,"Cagliari","Genoa","A",2.2,3.2,3.3
2010-11-14,"Inter","Milan","A",2.6,3.2,2.75
2010-11-14,"Lazio","Napoli","H",2.1,3.25,3.5
2010-11-14,"Palermo","Catania","H",1.8,3.3,5
2010-11-14,"Sampdoria","Chievo","D",1.91,3.3,4.2
2010-11-14,"Udinese","Lecce","H",1.6,3.6,6
2010-11-20,"Milan","Fiorentina","H",1.57,3.75,6
2010-11-20,"Roma","Udinese","H",1.8,3.25,5
2010-11-21,"Brescia","Cagliari","A",2.2,3.1,3.5
2010-11-21,"Catania","Bari","H",1.57,3.6,6.5
2010-11-21,"Cesena","Palermo","A",3.5,3.1,2.2
2010-11-21,"Chievo","Inter","H",4.2,3.2,1.95
2010-11-21,"Genoa","Juventus","A",2.8,3,2.7
2010-11-21,"Lecce","Sampdoria","A",3,3,2.5
2010-11-21,"Napoli","Bologna","H",1.5,3.75,7.5
2010-11-21,"Parma","Lazio","D",2.63,3,2.88
2010-11-27,"Juventus","Fiorentina","D",1.67,3.6,5.5
2010-11-27,"Sampdoria","Milan","D",3.6,3.1,2.15
2010-11-28,"Bari","Cesena","D",1.91,3.3,4.2
2010-11-28,"Brescia","Genoa","D",3,3,2.5
2010-11-28,"Cagliari","Lecce","H",1.62,3.6,6
2010-11-28,"Inter","Parma","H",1.67,3.5,5.5
2010-11-28,"Lazio","Catania","D",1.67,3.5,5.5
2010-11-28,"Palermo","Roma","H",2.6,3,2.9
2010-11-28,"Udinese","Napoli","H",2.5,3,3
2010-12-03,"Lazio","Inter","H",2.7,3.1,2.7
2010-12-04,"Chievo","Roma","D",3.2,3.1,2.3
2010-12-04,"Milan","Brescia","H",1.25,5.5,12
2010-12-05,"Catania","Juventus","A",3.4,3.2,2.2
2010-12-05,"Cesena","Bologna","A",2.2,3,3.6
2010-12-05,"Fiorentina","Cagliari","H",1.91,3.1,4.5
2010-12-05,"Lecce","Genoa","A",3.5,3.1,2.2
2010-12-05,"Parma","Udinese","H",2.5,3,3
2010-12-05,"Sampdoria","Bari","H",1.73,3.25,5.5
2010-12-06,"Napoli","Palermo","H",2.1,3.2,3.6
2010-12-08,"Bologna","Chievo","H",2.4,3.1,3.1
2010-12-11,"Genoa","Napoli","A",2.4,3.1,3.1
2010-12-11,"Palermo","Parma","H",1.65,3.6,5.5
2010-12-11,"Udinese","Fiorentina","H",2,3.2,4
2010-12-12,"Bologna","Milan","A",6,3.8,1.57
2010-12-12,"Brescia","Sampdoria","H",2.9,3.1,2.55
2010-12-12,"Cagliari","Catania","H",2.05,3.1,4
2010-12-12,"Juventus","Lazio","H",1.85,3.3,4.5
2010-12-12,"Lecce","Chievo","H",3,3,2.5
2010-12-12,"Roma","Bari","H",1.4,4.5,7.5
2010-12-18,"Cesena","Cagliari","H",2.63,3,2.88
2010-12-18,"Milan","Roma","A",1.83,3.4,4.5
2010-12-19,"Bari","Palermo","D",3.5,3.1,2.2
2010-12-19,"Catania","Brescia","H",1.91,3.2,4.33
2010-12-19,"Chievo","Juventus","D",4,3.2,2
2010-12-19,"Lazio","Udinese","H",2,3.2,4
2010-12-19,"Napoli","Lecce","H",1.36,4.5,9
2010-12-19,"Parma","Bologna","D",1.75,3.4,5
2011-01-06,"Bologna","Fiorentina","D",2.88,2.9,2.7
2011-01-06,"Brescia","Cesena","A",1.91,3.2,4.33
2011-01-06,"Cagliari","Milan","A",4.33,3.25,1.91
2011-01-06,"Genoa","Lazio","D",2.38,3,3.25
2011-01-06,"Inter","Napoli","H",1.8,3.4,4.6
2011-01-06,"Juventus","Parma","A",1.44,4,8
2011-01-06,"Lecce","Bari","A",2.3,3.1,3.3
2011-01-06,"Palermo","Sampdoria","H",1.91,3.3,4.2
2011-01-06,"Roma","Catania","H",1.5,4,7
2011-01-06,"Udinese","Chievo","H",1.75,3.4,5
2011-01-09,"Bari","Bologna","A",2.15,3.2,3.5
2011-01-09,"Catania","Inter","A",3.75,3.3,2
2011-01-09,"Cesena","Genoa","D",3.1,3.1,2.4
2011-01-09,"Chievo","Palermo","D",2.5,3.2,2.88
2011-01-09,"Fiorentina","Brescia","H",1.5,3.9,7
2011-01-09,"Lazio","Lecce","A",1.36,4.6,8.5
2011-01-09,"Milan","Udinese","D",1.44,4.2,7.5
2011-01-09,"Napoli","Juventus","H",2.25,3.25,3.2
2011-01-09,"Parma","Cagliari","A",2.1,3.1,3.75
2011-01-09,"Sampdoria","Roma","H",3.1,3.1,2.4
2011-01-15,"Inter","Bologna","H",1.3,4.75,12
2011-01-15,"Napoli","Fiorentina","D",1.7,3.4,5.5
2011-01-16,"Brescia","Parma","H",2.5,3,3
2011-01-16,"Cagliari","Palermo","H",2.5,3,3
2011-01-16,"Catania","Chievo","D",2,3.1,4.2
2011-01-16,"Cesena","Roma","A",3.75,3.4,2
2011-01-16,"Genoa","Udinese","A",2.38,3,3.2
2011-01-16,"Juventus","Bari","H",1.36,4.5,9
2011-01-16,"Lazio","Sampdoria","H",1.8,3.25,5
2011-01-16,"Lecce","Milan","D",6.5,3.8,1.53
2011-01-19,"Inter","Cesena","H",1.22,6,12
2011-01-22,"Chievo","Genoa","D",2.5,3.1,2.9
2011-01-22,"Palermo","Brescia","H",1.44,4.2,7.5
2011-01-22,"Parma","Catania","H",1.95,3.1,4.33
2011-01-22,"Roma","Cagliari","H",1.53,3.7,7
2011-01-23,"Bari","Napoli","A",3.9,3.1,2.05
2011-01-23,"Bologna","Lazio","H",3,3,2.5
2011-01-23,"Fiorentina","Lecce","D",1.44,4.2,7.5
2011-01-23,"Milan","Cesena","H",1.22,5.5,15
2011-01-23,"Sampdoria","Juventus","D",2.7,3,2.75
2011-01-23,"Udinese","Inter","H",3.2,3.25,2.25
2011-01-29,"Catania","Milan","A",4.75,3.3,1.8
2011-01-29,"Lazio","Fiorentina","H",2.1,3.1,3.75
2011-01-30,"Brescia","Chievo","A",2.4,3,3.2
2011-01-30,"Cagliari","Bari","H",1.67,3.5,5.5
2011-01-30,"Genoa","Parma","H",1.91,3.3,4.2
2011-01-30,"Inter","Palermo","H",1.67,3.5,5.5
2011-01-30,"Juventus","Udinese","A",2.1,3.3,3.5
2011-01-30,"Lecce","Cesena","D",2.1,3.1,3.75
2011-01-30,"Napoli","Sampdoria","H",1.57,3.6,6.5
2011-02-01,"Milan","Lazio","D",1.57,3.6,6.5
2011-02-02,"Cesena","Catania","D",2.5,2.9,3.1
2011-02-02,"Chievo","Napoli","H",3.2,3,2.4
2011-02-02,"Fiorentina","Genoa","H",2.1,3.1,3.75
2011-02-02,"Palermo","Juventus","H",2.2,3.2,3.4
2011-02-02,"Parma","Lecce","A",1.67,3.5,5.5
2011-02-02,"Roma","Brescia","D",1.25,5.25,12
2011-02-02,"Sampdoria","Cagliari","A",2.3,3,3.4
2011-02-02,"Udinese","Bologna","D",1.44,4,8
2011-02-03,"Bari","Inter","A",8,4,1.44
2011-02-05,"Cagliari","Juventus","A",3,3,2.5
2011-02-05,"Udinese","Sampdoria","H",1.62,3.6,6
2011-02-06,"Bologna","Catania","H",2.1,3.25,3.5
2011-02-06,"Brescia","Bari","H",2,3.1,4.2
2011-02-06,"Genoa","Milan","D",3.75,3.3,2
2011-02-06,"Inter","Roma","H",1.91,3.4,4
2011-02-06,"Lazio","Chievo","D",1.75,3.5,4.75
2011-02-06,"Lecce","Palermo","A",3.2,3.25,2.25
2011-02-06,"Napoli","Cesena","H",1.29,5,11
2011-02-06,"Parma","Fiorentina","D",2.38,3,3.2
2011-02-12,"Milan","Parma","H",1.36,4.5,9
2011-02-12,"Roma","Napoli","A",2.25,3.1,3.4
2011-02-13,"Bari","Genoa","D",3.2,3,2.38
2011-02-13,"Brescia","Lazio","A",3.25,3,2.38
2011-02-13,"Cagliari","Chievo","H",2.1,2.88,4.2
2011-02-13,"Catania","Lecce","H",1.73,3.5,5
2011-02-13,"Cesena","Udinese","A",3.6,3.2,2.1
2011-02-13,"Juventus","Inter","H",2.88,3,2.6
2011-02-13,"Palermo","Fiorentina","A",1.75,3.4,5
2011-02-13,"Sampdoria","Bologna","H",2.1,3.1,3.8
2011-02-16,"Fiorentina","Inter","A",3.1,3.2,2.3
2011-02-16,"Sampdoria","Genoa","A",2.63,3,2.88
2011-02-19,"Bologna","Palermo","H",2.7,3.1,2.7
2011-02-19,"Inter","Cagliari","H",1.4,4.5,8
2011-02-20,"Chievo","Milan","A",4.5,3.4,1.83
2011-02-20,"Fiorentina","Sampdoria","D",1.75,3.4,5
2011-02-20,"Genoa","Roma","H",2.5,3.1,2.9
2011-02-20,"Lazio","Bari","H",1.4,4.33,8
2011-02-20,"Lecce","Juventus","H",5.5,3.75,1.62
2011-02-20,"Napoli","Catania","H",1.4,4.33,8
2011-02-20,"Parma","Cesena","D",1.67,3.5,5.5
2011-02-20,"Udinese","Brescia","D",1.4,4.33,8
2011-02-23,"Bologna","Roma","A",4.75,3.4,1.8
2011-02-26,"Juventus","Bologna","A",1.44,4.2,7.5
2011-02-27,"Bari","Fiorentina","D",3.6,3.2,2.1
2011-02-27,"Brescia","Lecce","D",1.91,3.25,4.33
2011-02-27,"Cagliari","Lazio","H",2.38,3,3.2
2011-02-27,"Catania","Genoa","H",2.5,3,3
2011-02-27,"Cesena","Chievo","H",2.6,3,2.88
2011-02-27,"Palermo","Udinese","A",2.3,3.2,3.2
2011-02-27,"Roma","Parma","D",1.53,3.8,6.5
2011-02-27,"Sampdoria","Inter","A",3.8,3.3,2
2011-02-28,"Milan","Napoli","H",1.8,3.5,4.5
2011-03-04,"Lecce","Roma","A",4,3.3,1.95
2011-03-05,"Juventus","Milan","A",3,3,2.5
2011-03-06,"Bologna","Cagliari","D",2.3,3,3.4
2011-03-06,"Chievo","Parma","D",2.38,3,3.2
2011-03-06,"Fiorentina","Catania","H",1.67,3.4,6
2011-03-06,"Inter","Genoa","H",1.4,4.33,8.5
2011-03-06,"Lazio","Palermo","H",1.95,3.3,4
2011-03-06,"Napoli","Brescia","D",1.36,4.33,10
2011-03-06,"Sampdoria","Cesena","A",1.75,3.4,5
2011-03-06,"Udinese","Bari","H",1.29,5.5,10
2011-03-11,"Brescia","Inter","D",5.5,3.5,1.67
2011-03-12,"Cesena","Juventus","D",3.6,3,2.2
2011-03-13,"Cagliari","Udinese","A",2.75,3.1,2.63
2011-03-13,"Catania","Sampdoria","H",2.05,3.1,4
2011-03-13,"Chievo","Fiorentina","A",2.7,2.9,2.88
2011-03-13,"Genoa","Palermo","H",1.91,3.25,4.2
2011-03-13,"Lecce","Bologna","A",2.3,3.1,3.3
2011-03-13,"Milan","Bari","D",1.2,6,15
2011-03-13,"Parma","Napoli","A",2.88,3,2.63
2011-03-13,"Roma","Lazio","H",2.38,3.1,3.1
2011-03-19,"Lazio","Cesena","H",1.73,3.4,5.25
2011-03-19,"Palermo","Milan","H",3.5,3.3,2.1
2011-03-20,"Bari","Chievo","A",2.7,3,2.8
2011-03-20,"Bologna","Genoa","D",2.6,2.8,3.1
2011-03-20,"Fiorentina","Roma","D",2.45,3.1,3
2011-03-20,"Inter","Lecce","H",1.25,5.75,11
2011-03-20,"Juventus","Brescia","H",1.44,4.2,8
2011-03-20,"Napoli","Cagliari","H",1.57,3.6,6.5
2011-03-20,"Sampdoria","Parma","A",2.25,3,3.5
2011-03-20,"Udinese","Catania","H",1.45,4,8
2011-04-02,"Brescia","Bologna","H",1.45,4.2,6
2011-04-02,"Milan","Inter","H",2.8,3.1,2.6
2011-04-03,"Catania","Palermo","H",2.3,3,3.4
2011-04-03,"Cesena","Fiorentina","D",3.25,3,2.38
2011-04-03,"Chievo","Sampdoria","D",3.25,1.5,7.5
2011-04-03,"Genoa","Cagliari","A",2.38,2,5.5
2011-04-03,"Lecce","Udinese","H",5,3.4,1.75
2011-04-03,"Napoli","Lazio","H",1.75,3.3,5.25
2011-04-03,"Parma","Bari","A",1.44,3.8,9
2011-04-03,"Roma","Juventus","A",1.95,3.3,4
2011-04-09,"Inter","Chievo","H",1.44,4,8
2011-04-09,"Udinese","Roma","A",2.2,3.2,3.4
2011-04-10,"Bari","Catania","D",3.4,2.88,2.38
2011-04-10,"Bologna","Napoli","A",5.5,3.5,1.67
2011-04-10,"Cagliari","Brescia","D",3.1,1.91,3.75
2011-04-10,"Fiorentina","Milan","A",4,3.4,1.91
2011-04-10,"Juventus","Genoa","H",1.57,3.6,6.5
2011-04-10,"Lazio","Parma","H",1.75,3.4,5
2011-04-10,"Palermo","Cesena","D",2.1,2.1,6
2011-04-10,"Sampdoria","Lecce","A",2.1,2.1,6
2011-04-16,"Milan","Sampdoria","H",1.29,5,11
2011-04-16,"Parma","Inter","H",4.5,3.5,1.8
2011-04-16,"Roma","Palermo","A",1.44,4.33,7
2011-04-17,"Catania","Lazio","A",2.88,2.3,3.2
2011-04-17,"Cesena","Bari","H",1.5,4,7
2011-04-17,"Chievo","Bologna","H",NA,NA,NA
2011-04-17,"Fiorentina","Juventus","D",2.63,3.25,2.63
2011-04-17,"Genoa","Brescia","H",NA,NA,NA
2011-04-17,"Lecce","Cagliari","D",1.5,3.8,7.5
2011-04-17,"Napoli","Udinese","A",1.6,3.5,5.5
2011-04-23,"Bari","Sampdoria","A",4.5,4.75,1.5
2011-04-23,"Bologna","Cesena","A",3.25,1.7,5
2011-04-23,"Brescia","Milan","A",5.75,3.1,1.75
2011-04-23,"Cagliari","Fiorentina","A",2.4,2.63,3.4
2011-04-23,"Genoa","Lecce","H",2.2,2.38,4.5
2011-04-23,"Inter","Lazio","H",1.85,3.3,4.5
2011-04-23,"Juventus","Catania","D",1.44,4.2,7.5
2011-04-23,"Palermo","Napoli","H",3.25,3.1,2.3
2011-04-23,"Roma","Chievo","H",1.4,4.33,8.5
2011-04-23,"Udinese","Parma","A",1.73,3.4,5.25
2011-04-30,"Cesena","Inter","A",4.33,3.25,1.91
2011-04-30,"Napoli","Genoa","H",1.33,5,9
2011-05-01,"Bari","Roma","A",9,5.5,1.3
2011-05-01,"Catania","Cagliari","H",1.33,4.75,9
2011-05-01,"Chievo","Lecce","H",2.63,2.05,4.33
2011-05-01,"Fiorentina","Udinese","H",2.5,3.2,2.8
2011-05-01,"Milan","Bologna","H",1.2,6.5,13
2011-05-01,"Parma","Palermo","H",1.95,3,4.5
2011-05-01,"Sampdoria","Brescia","D",1.85,3.3,4.5
2011-05-02,"Lazio","Juventus","A",2.1,3.2,3.6
2011-05-07,"Palermo","Bari","H",1.44,4.33,7
2011-05-07,"Roma","Milan","D",2.5,3.2,2.88
2011-05-08,"Bologna","Parma","D",4.5,1.4,6.5
2011-05-08,"Brescia","Catania","A",1.85,3.3,4.5
2011-05-08,"Cagliari","Cesena","A",3.6,2.63,2.3
2011-05-08,"Genoa","Sampdoria","H",2.6,3.2,2.75
2011-05-08,"Inter","Fiorentina","H",1.67,3.75,5
2011-05-08,"Lecce","Napoli","H",2.2,3.3,3.25
2011-05-08,"Udinese","Lazio","H",2.25,3,3.5
2011-05-09,"Juventus","Chievo","D",1.29,5,12
2011-05-14,"Lazio","Genoa","H",1.4,4.6,7.5
2011-05-14,"Milan","Cagliari","H",1.53,3.6,7.5
2011-05-15,"Bari","Lecce","A",5,3.6,1.7
2011-05-15,"Catania","Roma","H",6,4.33,1.5
2011-05-15,"Cesena","Brescia","H",1.22,5.5,11
2011-05-15,"Chievo","Udinese","A",7.5,4.33,1.36
2011-05-15,"Fiorentina","Bologna","D",1.73,3,6.5
2011-05-15,"Napoli","Inter","D",3.8,1.75,3.8
2011-05-15,"Parma","Juventus","H",3.6,3.3,2.05
2011-05-15,"Sampdoria","Palermo","A",1.36,4.75,8
2011-05-22,"Bologna","Bari","A",1.62,3.6,6
2011-05-22,"Brescia","Fiorentina","D",3,3.2,2.4
2011-05-22,"Cagliari","Parma","D",2.1,3.2,3.6
2011-05-22,"Genoa","Cesena","H",1.65,3.6,5.5
2011-05-22,"Inter","Catania","H",1.53,3.75,7
2011-05-22,"Juventus","Napoli","D",1.9,3.6,3.8
2011-05-22,"Lecce","Lazio","A",6,3.6,1.6
2011-05-22,"Palermo","Chievo","A",1.75,3.5,4.75
2011-05-22,"Roma","Sampdoria","H",1.29,5,11
2011-05-22,"Udinese","Milan","D",3.5,1.53,6.5
